,dcc_mean_pairwise_corr
2023-07-10,0.5093236617118925
2023-07-11,0.48698556267739634
2023-07-12,0.4836378364350553
2023-07-13,0.4678614351198308
2023-07-14,0.5025808092378534
2023-07-17,0.4968598541510663
2023-07-18,0.508869414517761
2023-07-19,0.49039753749920545
2023-07-20,0.4786184939942542
2023-07-21,0.47119013859680126
2023-07-24,0.5573671131964024
2023-07-25,0.5367363392315131
2023-07-26,0.5263008903120456
2023-07-27,0.5104531892739675
2023-07-28,0.49605294879869566
2023-07-31,0.487081603667672
2023-08-01,0.4822394237836859
2023-08-02,0.47530547783876587
2023-08-03,0.463463624490155
2023-08-04,0.46563623416482497
2023-08-07,0.45169488916325057
2023-08-08,0.4384505766712081
2023-08-09,0.4436279884590236
2023-08-10,0.43068126046458965
2023-08-11,0.4235296223442876
2023-08-14,0.4174432349881673
2023-08-15,0.42548682548881656
2023-08-16,0.4172443791808552
2023-08-17,0.4109935102637122
2023-08-18,0.39239211082529213
2023-08-21,0.36942113955173006
2023-08-22,0.3639606460463927
2023-08-23,0.36635437084400146
2023-08-24,0.3691309376559705
2023-08-25,0.36911519528426934
2023-08-28,0.35971651522036685
2023-08-29,0.35042293408463915
2023-08-30,0.3585695277764591
2023-08-31,0.35008857071495275
2023-09-01,0.34973160992574953
2023-09-04,0.5140428140670237
2023-09-05,0.5122314398561852
2023-09-06,0.5027856645863128
2023-09-07,0.49379934505057976
2023-09-08,0.4859682751059776
2023-09-11,0.47679611101584063
2023-09-12,0.5508924057180078
2023-09-13,0.54028067240264
2023-09-14,0.5311568852158846
2023-09-15,0.5073041442238093
2023-09-18,0.4966885481984612
2023-09-19,0.48170951653267496
2023-09-20,0.4720607230302014
2023-09-21,0.46220063350882723
2023-09-22,0.4510822458283693
2023-09-25,0.44262238505271245
2023-09-26,0.4412701738549497
2023-09-28,0.4440798978810732
2023-09-29,0.42485688214575107
2023-10-03,0.4218489546096609
2023-10-04,0.41003882361124777
2023-10-05,0.40393368592752016
2023-10-06,0.39990839091027597
2023-10-09,0.3929531919023873
2023-10-10,0.3897423252309765
2023-10-11,0.38689008293347804
2023-10-12,0.3801089695570399
